video awesome helpful. love content way teaching. simple.,positive
opinion programid best code compiler internet! thank awesome tutorial,positive
dude! thank you! clear day! subscribed!,positive
what exactly doe 'return' do?,interrogative
"channel severely underrated. talent explaining thing inherently, keep good work.",positive
"def add two num( n1 , n2 ): add n1+n2 return(add) def multiply two num(n1,n2): multiply n1*n2 return(multiply) number1 int(input( enter n1 ) number2 int(input( enter n2 ) add add two num(number1,number2) print(add) multiply multiply two num(number1,number2) print(multiply)",miscellaneous
"example: compute grade of a student mark ( 55, 64, 75, 80, 65 ) sum sum( mark ) average sum 5 average (int(average) if average 80: print ( you got a grade ) print ( your mark are , average) if average 60 and average 80: print ( you got b grade ) print ( your mark are , average) if average 50 and average 60: print ( you got c grade ) print ( your mark are , average) if average 50: print ( you got b grade ) print ( your mark are , average)",miscellaneous
tutorial good programid website.,positive
"me: how do i understand *whatever* indian guy: hold on boy, i am coming",miscellaneous
"what is program have write , have take input user average mark example subject mark . need fast reply pls",interrogative
good work starting understand everything thank much,positive
well explained! understand it!,positive
"nicely explained, thank much.",positive
"sir , can use import math function?",interrogative
sir outfit hair style nice.,positive
awesome,positive
amazing sir! 100%,positive
contrast 10k subscribers!,positive
"trying days, thank lessons.",positive
great,positive
great explanation,positive
what is github? is description?,interrogative
"thank you, website really cool too!",positive
bro speed,imperative
painter not working,negative
how can use mobile gui development python,interrogative
super bro,positive
nan,
"sir , understand anything function statement use study app also pls help revising course",imperative
sir how can make good calculator using python?,interrogative
thank much video,positive
give complex coding challenge,imperative
great explanation,positive
well explained,positive
! ' !,miscellaneous
sir first time function doubt cleared.but 'init' function explained yet.,positive
sir good video have seen video can put new video quickly can continue syllabus sir please tell u will able actually use skill learned create website,interrogative
sorry sir explain slow,positive
one video *args *awards also required.,imperative
"one best qualityfull video python,thanks this.",positive
big support israel site app great content design speed learning java python . sharing article colleague daily basis.,positive
"sir video! sir, thanks python series.",positive
thanks python series.helping lot!.,positive
nan,
"sir, no task video.",negative
1.true 2.hello his java true 3.error cannot assign value to title,miscellaneous
will make video per viewer request?,interrogative
getting better coding channel thank much going push become game dev!,positive
present clear way. thank,positive
how can change position item list?,interrogative
answer exercise : 1.true 2.hello edit: print whole list error cannot use assignment operator case rule 3.1 edit: print whole title,positive
instructor what is name? like tutorial lot.,interrogative
"great videos, keep up!",positive
great explanation,positive
video really great,positive
me when m,miscellaneous
video perfect,positive
"video really helpful, short point! thanks lot",positive
why sound changed?,interrogative
"sir, is talking how cannot change value rules. tried program ran it, list wa changed. plz, help.",interrogative
thanks great job!,positive
hey why website went . why am unable load website?,interrogative
"programid good tutorial website . much better tutorialspoint javatpoint . came website , never felt need go another website",positive
thank much omg,positive
please also low u save code python compiler site,imperative
good explanation sir osom sir please make video *data structure* sir please.,imperative
really well done thank you!,positive
awesome videos! looking forward next one! :),positive
waiting more!,positive
"really like video tutorial :) simple , clean clear :) way tool use edit create video ? look great ! :)",positive
sir please teach painter,imperative
thank you!,positive
why do have live interaction session unit sir?,interrogative
understand rule are faster make efficient use memory. is purpose? do seem require lot effort using list.,interrogative
1. k 2. 3. talk cheap. show program.,negative
greeting sir. really love video . am trying go entry level prep python certification. how many video would cover material test ? anyone know answer please comment here.,interrogative
great explanation,positive
cannot change string mentioned how come rule doe apply using string method 105?,interrogative
"have file. split() line file using 4 variables. then, append list. what is used add instance variable list, have 5 variables? have append data to, function used data file determine percent?",interrogative
online compiler is cat whisper https: ww.programid.com python programming online compiler are able ? could please ? add library like time daytime ? pio raspberry pi pio ? thanks hard work. jf,interrogative
please someone explain code. would like know f without curly braces: print(f hello world! ),imperative
please also low u save code python compiler site,imperative
are looking happy before.what happened?,interrogative
"sir in quiz the answer for q2 is o, your answer is d in git but negative index start with last character e ( 1), d( 2), 0( 3)",corrective
good always,positive
hi have query please do respond.how can capitalize letter text.like python want make upper case.how can do that?,interrogative
really high quality videos!,positive
"thank you, informative!",positive
"would thoroughly recommend series lecture newbies. great foundation. thank well done, unit programid team.",positive
"nice work, thank you!",positive
thanks sir creating wonderful python course,positive
"thank ,all doubt clear.",positive
i am getting a person1 not defined error,miscellaneous
indian guy light,positive
"according to w3school, that is not a single item title, you missed the comma after the object of the title.",corrective
"there must be a comma after the first element to make a title ( age ,).",corrective
"answers: 1.peak 2.whole dictionary with added key a terrain: land 3.mountain: peak , terrain: land",miscellaneous
"thank unit, video explanation help lot learn python.",positive
"guy basically perfect presenter. exactly correctly pace, example frame issue perfectly ). thanks dude",positive
great explanation,positive
"impressed quality here, keep up.",positive
want print particular key. keys. how do do this? appreciate help!,interrogative
"good job sir, keep going. everything good video try start basic concept sir kindly try smile bit so, can interactive friendly video help people only. (hope mind positively)",imperative
"wonder, checking, why .remove is working case dictionary?",interrogative
"learning python bad, trying put together cruel unusual hell. hell me. sir, glad found videos. cheerful, well thought lesson plan, easy understand, actually see entire code type out. free boot. dubbed.",positive
thank sir,positive
amazing tutorials! using programid.com long time various languages. pleasant surprised released youtube videos. keep good work!,positive
thanks sir,positive
"sir, c program cut python pls. programid.com best platform",imperative
thanks sir,positive
"sir, python student. programid web site youtube channel helped lot learning python lock recently python 3.9.0 released. so, question is, python 3.9.0 changed important component python. component changed please make video tutorial that.",imperative
"honestly video helped much understand concept come across either covered beginner courses, explained well enough. going use website + video fill knowledge gaps! thank much, video really clear detailed yet straight point. amazing stuff, please keep up, really appreciate it.",positive
"thank another great video python! clear, simple comprehensive. programid site also excellent.",positive
answers: 1. the animal set 2. animal set without the value cat and dog 3. animal with snake 4. 10,miscellaneous
great explanation,positive
how use pipe operated?,interrogative
"hard believe content free, yet thanks great tutorial 3",positive
are course free?,interrogative
awesome!,positive
new video ?,interrogative
what code is required generate set set do contain themselves?,interrogative
patrick python beginner really like guy explain give detail . thank hard work.,positive
should read text book first watch video first?and thumbnail is could have much better,interrogative
amazing,positive
much underrated series begin python,positive
is informative. do know how one would take two input use range?,interrogative
thank much sir great video.,positive
thanks puppet!,positive
really help,positive
"learned much! second semester data analytics masters! much help! break easily learned. copying code, understanding it!",positive
great video,positive
"task num list(range(3, 31, 3) print(num)",miscellaneous
"print(list(range(3, 31, 3)",miscellaneous
what can do include 'end value' (ie last number) range satisfy conditions? someone know answer please let know. much appreciated,interrogative
"thank programid ,thus wonderful session really enjoyed course suggested friend well .waiting programming language",positive
sir will release new video,interrogative
"love video enjoy learning. thanks million, unit team programid. so, new video are coming? and, will go advanced level, what is machine learning? last, practice material gap?",interrogative
is last video series?,interrogative
"really pleased unit, think great teacher!",positive
new channel can make tutorial java script,interrogative
thank much sir.! due programid able write small programmes. 12th class student learned line python 11th. worried cover basic everything 11th found programid.you guy awesome.thank much bottom heart . hope always make u learn python.and programming language also.waiting next.do know covered video week.thank team programid,positive
please create tutorial video data science machine learning. please.,imperative
please also low u save code python compiler site,imperative
nice video keep,positive
please upload video daily!,imperative
awesome!,positive
love pakistan keep bro,positive
"enter three number : cin b c sir, what is equivalent python code c+ code? plz reply!",interrogative
amazing! watched quite tutorial topic found video none helped understand concept way total beginner. thank you!,positive
"class triangle: def init (self, a, b, c): self.a a self.b b self.c c def perimeter(self): p self.a, self.b, self.c h sum(p) return h t1 triangle(3, 4, 5) result t1.perimeter() print(result)",miscellaneous
"video cleared doubts, thank much, taught well",positive
love way teaching.it make everything clear me.,positive
thanks much,positive
clear! thank much sir,positive
keep sir. way expression method amazing,positive
tried understand not clicking yet. second week learning python. video really nice though,negative
oh wow,positive
useful & excellent teaching,positive
"class triangle: def init (self,a,b,c): self.side1 a self.side2 b self.side3 c def perimeter(self): p self.side1+self.side2+self.side3 return p t1 triangle(3,4,5) print(t1.perimeter()",miscellaneous
thanks good.,positive
found useful. thankyou much sir. pnzz keep uploading kind video help lot student search crystal clear concept good examples.,imperative
great video lesson topic. am new follower. can post questions?,interrogative
what is considered instance student example?,interrogative
cannot understand last example? why create complex object result inside get data() method :(,interrogative
"video awesome, man. maybe know many. strongly believe succeed r mission",positive
"python class, hard understand might actually use class would applied. assumed organization hard come specific instance professor honestly demonstrated us. made obvious two second make assignment easier going forward. thank that.",positive
"thank useful. liked include exercise end too, feel much better understanding :)",positive
great explanation,positive
great video!,positive
"3rd min video still, feel like best",positive
helpful! thank you!,positive
"wonderful! love bangladesh, brother!",positive
"python is not an top language. it is a scripting language. in an top language, you cannot run code without an object. in java, to run your program, you call the main method of the main object. there is a name for language that have object & class but are still run top to bottom, but i cannot remember it.",corrective
thank you. got clarity top,positive
web site video explanatory! thank :),positive
love videos. do have tip getting even better python someone like who could described intermediate python programmer. want really advance next level feel somewhat stuck what could what currently know python.,interrogative
love website tutorials! high quality content,positive
"instruction php programid website, instruction",imperative
"easy follow, thanks explaining!",positive
well explained! thank great work.cannot wait upcoming videos.,positive
doe app have lesson video how doe work,interrogative
great work! keep spirit channel grow soon.,positive
way explain,positive
sir facing problem wrote code got name true defined treated true attribute true pas false failed worked.,positive
"sir , explain really well. can please explain title slicing ?",interrogative
great work helping u learning python ease. keep wish great success!,positive
thank much,positive
nice explanation,positive
clearest well explained video class youtube! keep good work man!,positive
dude like way maintaining program website,positive
nan,
waiting eagerly,positive
hey guys! we had to remove yesterday's video because of audio issues. this is a re upload of the same video (with audio issue fixed). enjoy!,corrective
here!,positive
waiting,positive
got 1 subscriber.,positive
amazing playlist,positive
thanks,positive
have game quiz how do suggest keep answer question need help!,interrogative
helpful clear examples. thank you.,positive
great explanation,positive
"video literally gr8 easy understand, know last two video r saying sub channel would awesome magnificent literally sound like rwhostheboss",positive
teach well. great.,positive
"literally watched whole series 2 days, amazing channel.",positive
learning python time enjoy most! make interesting. please would great also make kid c+,imperative
make learning python easy.can please also make video c+,interrogative
know python program what do,interrogative
"haa sir, everything object python, learning python using programid website.",positive
"want learn make bar graphs, use colour different bar graphs, bar width pie chart related please make video",imperative
"hi, how can contact",interrogative
brilliant! understood everything complete beginner. thank you!,positive
"class polygon(): def init (self, sides): self.sides side def display info(self): print( polygon is two dimensional shape straight line ) def get perimeter(self): perimeter sum(self.sides) return perimeter class triangle(polygon): def display info(self): print( triangle is three side edge ) class quadrilateral(polygon): def display info(self): print( quadrilateral is four side edge ) t1 triangle( 3,4,5 ) perimeter t1.get perimeter() print( perimeter is , perimeter) showed triangle get perimeter attributes, cannot fix error. can please help me?",interrogative
"simple explanation , thanks.",positive
please make video multiple inheritance operator overlooking well,positive
respect content,positive
great explanation,positive
why comma dot?,interrogative
programid good place learn. thanks lot help,positive
which text editor do guy use? askprogramiz,interrogative
waiting abstraction encapsulation askprogrammiz,imperative
"using programid learn high school final c exam thank much creating amazing project! (and member team, course!)",positive
thanks info truly amazing.bless keep great work.,positive
what is class. will start python modules?,interrogative
can download app?,interrogative
hoping would teach import module folder packages. waste time.,negative
"best tutorial found beginner, really gun",positive
"good, simple, clear videos. can override built module? tried calculator.py math.py. included main.py. got compilation error expected.",interrogative
great explanation,positive
pro add arabic language can do that? video,interrogative
great bro content informative,positive
awesome channel,positive
"loving helpful tutorials. learning c c+ via site one clearest, helpful best explained written content there!",positive
deserve much subscriber.,positive
website diamond learning python. thank website sir. came youtube channel comment,positive
mentioned mobile app not working io . top not working,negative
"one dislike, one kill.",miscellaneous
thanks really well explained,positive
"using python 3.8 version example exercise provide you. example, get error: number 3 number 3.5: . pas file stain , line 2 pas indentationerror: expected indented block not get wrong.",negative
best luck. love bangladesh.,positive
19th viewer,miscellaneous
how do file calling program online ide,interrogative
thank series,positive
pls similar tutorial c c+,imperative
site blessing. make this. word thank,positive
which is best learn python deeply(your tutorial youtube website tutorials)please tell sir,interrogative
nice,positive
playlist python simply awesome . add video topic fast possible .thanks great content .,positive
thanks,positive
thanks lot video. really learned lot.,positive
"wish 13k turn 1.3m sub way, sir, can please make video seek tell method. especially, how doe count character vols tell method?",interrogative
"hey bud, first want say thanks videos. super helpful! am hitting snag opening .txt file atm. am using jupiter, apparently doe work what are using. got advice that? thanks again!",interrogative
thank much. really helpful.,positive
good video. thanks!,positive
thank much !,positive
filenotfounderror: error 2 no file directory,negative
programid app website awesome channel providing get learnt thing easier . thank,positive
thanks man best,positive
bro programid website opening. please help mei'm learn python past one month website. two day opening. can do.,imperative
"really enjoy videos, hope channel continues grow. subscribed, amazing see similar passion teaching others code youtube.",positive
"awesome video, keep great work! :)",positive
video really great,positive
wondering what software used make edit script. use charm am wondering software is better do know name it.,interrogative
thanks premium quality content . can please build course data science using python ?it is request,interrogative
sir using charm community.when try change directory receive errorsyntaxerror: (unicode error) 'unicodeescape' codec cannot decode byte position 2 3: truncated xx escaped try rename directory showsfilenotfounderrorplease tell solution.,imperative
could save 50 different group file directory?,positive
pls make video python library like num panda matplotlib cv2,imperative
thanks lot! super good explanation :),positive
great explanation,positive
great explanation,positive
"hi,kindly make video web scraping python using bs4 request library .and thanks video really help alot.",imperative
make tutorial machine learning python.regression clustering,imperative
biggest fan tanzania. well done buddy,positive
love app,positive
nice,positive
good,positive
fantastic video. like cadence use teach concepts. kudos.,positive
"hello,i confused implementation custom operator, never used item function initiative operator would built item() function, custom item function not return operator even object.also compiled fine removing item function, thought mandatory implemented item function ?otherwise clear explanation",negative
"great explanation, amazing",positive
nice explanation,positive
great explanation,positive
will teach u multi threading multi processing?,interrogative
"sir , are planning make kid tutorial assembly ?",interrogative
"awesome video, keep amazing work! :)",positive
python god,positive
superb,positive
sir are programid.com website python course is complete course ?because completed course thinking what next?,interrogative
every time new available channel,positive
first,positive
"0 this end to end walkthrough train a logistic regression model (binary classification and not a regression) using the tf.estimator api. the model is often used a a baseline for other, more complex, algorithms.i guess it is not a regression problem but it is the classification problem",corrective
old ai: human make all the rule new ai: ai creates the rule based on some human rule,miscellaneous
0,miscellaneous
tim: i have horrible handwriting me: you think yours is bad,miscellaneous
thank generosity,positive
0,miscellaneous
"often found wo work ai do make web application stuff how come are involved int stuff much still got expertise ai machine learning tensorflow, is why felt inside course is meant give course better value would provided someone who focus ai ml everything",interrogative
straight heat. thanks tim!,positive
thanks helped lot,positive
"professional clear explanations! definitively one must watch video tf. amazing job, dude. greeting italy !",positive
massive. massive.,positive
"please put caption videos, thanks",positive
"first example, titanic, better idea use decisiontreeclassifier many features. used decisiontreeclassifier learn module got accuracy 96.7, compared accuracy 58.3 linearregression. again, beginner machine learning please correct wrong.",imperative
is good enough tensor certification?,interrogative
thanks tim great effort.i learned lot you. one request can post tutorial video connect deep learning model hardware.or use serial library,imperative
fare the money paid for the transport,miscellaneous
9 fitted best fit line not plane 3d graph linear regression algorithm rip mathematics.,negative
best teacher mate . best best,positive
"man, anaconda3 version 2020.02 cannot use import.tensorflow.combat.v2.feature column fc. install tensorflow using pip machine so, kind assumed problem. right now, research idea could failing please, help greatfull.",imperative
am interested learning think bit soon know is python basic vector algebra is it. could someone please guide what do first could understand better,interrogative
"code use end classification model around 4 insert value get prediction, is possible do code dnnregressor?",interrogative
thank solo much! amazing video!,positive
"watching 7 hour awesome course, % certainty, make machine learning difficult python itself, god awful fucking language, horrible syntax, simple point everything ambiguous, dynamic typing another bullshit make sorting successfully c java fucking nightmare",negative
good work man,positive
i am preparing for google's tensorflow specialization exam from this video. sue me!,miscellaneous
felt o unreal to be told to click the link in the description without being sold anything,miscellaneous
google celebratory tenserflow worked great.,positive
"40 minute in, why are explicitly specifying data type creating sensors? special reason that, example have google mostly omit default datatype is what need?",interrogative
am following sublimetext editor try train linear est give what could problem?,interrogative
"omgwtflol?! google celebratory fucking dope! nothing else, video introduced that!",positive
i wa reading about learn and there is a scale function that bug me i think the index i j are swapped i feel like you need to shape with 1 or something,miscellaneous
"thanks great course, followed whole house taking note tweaking playing .ipni's. week since started finished today much greater understanding tf machine learning general. hope use project. big thanks time effort man.",positive
noon question how do see class definition data like tab button dir(cv2) cola.science.google,interrogative
"great video (even if i have not finished it yet)! the example in 0 is not regression is classification. you have 2 class (survived or not) and you try to classify the passengers. in other words, the result would always be a probability, you cannot use the same methodology to predict the age, for example .",corrective
"the shape explanation is wrong. you have a 2 by 2 shape for the rank2 variable because you have 2 element in 2 list arrays, not because you have 2 element in each of the list (i.e. you could have 2 element in 3 list and have a 3 by 2 shape).",corrective
tim had question run play wa seeing negative probability did model need sigmuid function?,interrogative
physics: a tensor is something that transforms like a tensor,miscellaneous
followed every step tf.session doe exists. read couple thing internet wa replaced. know how use new form. can help?,interrogative
chapter would nice :),positive
should n sibling spouse numeric columns?,interrogative
thanks! great content!,positive
"when creating the model for the first run example, i had to downgraded to num version 1.19.5 to fix error cannot convert a symbolic tensor (stm 2 striped slice) to a num array. this error may indicate that you are trying to pas a tensor to a num call, which is not supported just a head up :) (i am using a self hosted jupiter notebook not google cola)",miscellaneous
125 5 vector 5 vector 125,positive
0,miscellaneous
would mind adding subtitle video?,interrogative
"tech tim one best programming teachers. going honest, creates person school coding rich help book like coding.",positive
anybody know how initiative parameter bias cnn ?,interrogative
march maybe level dehydration?,interrogative
could add english subtitle video?,interrogative
is real time object detection included course?,interrogative
is object detection included course?,interrogative
thanks man,positive
great job proud happy love india,positive
great job! really well spoken explained! thanks ton man!,positive
the agent look like he is seeing at,miscellaneous
it is data not data awdawdawsawswas triggered xd,corrective
9 really see use make input fn. could use one input function different argument test train.,imperative
helpful. thankyou .,positive
thanks lot effort! great tutorial!,positive
"sure already discussed not. 0 updated model running cell multiple epochs. previous model got updated thus accuracy improved. that, le epoch accuracy high. thanks :)",positive
pure gold,positive
nan,
nan,
module 'tensorflow' ha no 'version' member: import tensorflow a tf print() print(tf.version.version) *aspect *with the exception of variable all these sensor are immutable,miscellaneous
horrible,negative
do not mind me just reminding myself,miscellaneous
nan,
thank much work dedication!,positive
wish english subtitles.,imperative
thank tim,positive
team,positive
"people wanting understand basic idea behind neural networks, 3blueonebrown's video nice addition introduction! helped understand topic coding tim discussed lot better",positive
gold! thank much,positive
contrast video!,positive
"hmm, deep. label called 'x' x label called 'y'. lol, really loved video way, watched end!",positive
time stamp: module 1: machine learning fundamental (5 ) module 2: introduction to tensorflow ( ) module 3: core learning algorithm (0100 ) module 4: neural network with tensorflow (0259 ) module 5: deep computer vision convolutional neural network (0330 ) module 6: natural language processing with run (0404 ) module 7: reinforcement learning with q learning (0680 ) module 8: conclusion and next step (0684 ),miscellaneous
ai is a marble shorter,miscellaneous
"video not subtitles, learning english also want learning machine learning. :(",negative
dataframe.loc will work,miscellaneous
print(tf. version ),miscellaneous
great work bro.,positive
how dare bring test am coding instead schoolwork :(,interrogative
am getting illegal instruction (core dumped) error. doe anyone know how fix it?,interrogative
"hi, get error run play generator executing code cell : https: cola.research.google.com drive 1ysekrw le2undo1snrzuh5w87lqscxk forceedit true&sandboxmode true checkpoint num 10 model.load weights(tf.train.latest checkpoint(checkpoint dir) model.build(tf.tensorshape( 1, none ) attributeerror: 'tensorflow.python. nowrap checkpoint reader.check' object attribute 'endswith'. using : model.load weights(tf.train.latest checkpoint(checkpoint dir) model.build(tf.tensorshape( 1, none ) works, block code doe not. anyone resolved this?",interrogative
google collar it almost worth being tracked everywhere online,miscellaneous
father,positive
social credit are my form of reward in reinforcement learning.,miscellaneous
timestamp for me: 0,miscellaneous
0,miscellaneous
"course is great, do know what fare stand blew mind. maybe is generational thing? fare is worse thought wa still used maybe am wrong. price passage is fare.",interrogative
", subtitle , pnzz add",imperative
"am confused dataset chosen linear regression. are predicting whether person survived which should classification problem, tutorial well tensorflow website defined linear regression problem. can anyone please help understand?",interrogative
"thanks god letting share rest us. kudos artwork invested course. god speed, tim! appreciate series.",positive
"great course man, best one far seen tensorflow",positive
not expect tim,negative
got frustrated trying install tf ended switching pwtorch instead. installed working 30 minutes.,negative
wonderful job dear. god bless!,positive
not understand much 1h 20min. seems like everything abstract,negative
thank much,positive
hey guy training model 9% accuracy parameter video module 4. help please,imperative
i think that a really good example of how rectified function can apply might be the way that statue explains support vector machines. by the way your explaining it it sound like they ave a similar application and mean of working. it also seems very analogous to pythagorean theorem. by sharing (taking into a higher dimension) some value you are able to find relationship that would have been impossible to see otherwise.,miscellaneous
"installed tensorflow (using standard honda install tensorflow) spider anaconda, running print(tf. version ) say is v1.14? idea how update since is supposed v2.x?",interrogative
8 why cannot access googleapis? 404 found,interrogative
know thank effort video! content explanation! mind blowing! eternally grateful!,positive
can watch tutorial have moderate experience ml?,interrogative
"hey, how good python do have understand video?",interrogative
well done vid awesome voice little bit low,negative
is robot taking?,interrogative
please make video era,imperative
day 1: leaving at 0 pro will comeback later after some break,miscellaneous
why doe look like ronnie attack titan,interrogative
good work,positive
day: 1 time i left off on: 4,miscellaneous
*ignore just for me*,miscellaneous
just to know where i am (ignore this): 5,miscellaneous
"thank great video. am new python tensorflow. followed linear regression section is quite successful using data generated trading software, get good accuracy using train data set etal data set. question is. how do save trained model use have new set features.",interrogative
"ok, got question linear regression. end part, google cola, is code which drawing graph, code : probe.plot(kind 'hist', bin 20, title 'predicted probabilities') x axis axis refers what value? is axis refer 'age' x axis refer 'probability survival'?",interrogative
thank :),positive
simple question can 10 year old 5th grader do without knowing basic calculus ?,interrogative
90% stolen code like guy,positive
in 0 you say that name say whether a person ha survived or not. this doe not seem to be true. when you do train.loc 2 name is 2. also it cannot be true since we deleted the column from our dataframe. name just tell you the index of the row. in this example the first one.,corrective
3 214,miscellaneous
"informative, thank tim.",positive
"i am running into certificate issues. i guess i can just get the titanic data from other sources, but i also want to figure out what is causing the ssl certificate issue",miscellaneous
"business opportunity in vol i have invented a board game still unpublished and not yet out in the market that i believe is guaranteed to be a challenging and exciting a chess. i called it vol. it is my hope that one day vol may surpass chess a the number one board game in the world. the weakness of chess is it always start in fixed position that the opening move become memorable. in fact, not a few have so mastered the move that they can play against their opponent blindfolded. it is for this very reason that the great bobby fischer introduced his so called fischer random chess, where the starting position of the piece is randomized to make the memorization of opening impractical. fortunately, it is also for this reason that i invented vol where every game ha been calculated to be a challenging one to play. how is vol played and how you can monetize it? i detailed everything in my youtube video. here is the link: https: ww.youtube.com watch?v jct0m3 r0 big money potential in vol! it is worthwhile to note that the people who play chess will be the same people who will play vol. in my google search, i learned there are around 800 million chess player in the world. even just a small percentage of these 800 million is good enough to earn big money from vol either a an online game business or a a physical product distributor. you may contact me at: rodolfovitangcolmail.com. thanks and god bless! rodolfo martin vitangcol the vol inventor",miscellaneous
ill never understand people dislike stuff like this.,positive
nice vid,positive
thanks man!,positive
"if the titanic sunk today: oh, so we are near iceberg? i suddenly feel like i should identify a female today.",miscellaneous
should surface 3d linear regression?,interrogative
do need math this?,interrogative
"8, why is class is train 'class' , age is train.age?",interrogative
really good explanation,positive
"thank much tim freecodecamp, literally loved every second course",positive
i also post a lot of video like this 70547,miscellaneous
module 1: machine learning fundamental (5) module 2: introduction to tensorflow ( ) module 3: core learning algorithm (0100) module 4: neural network with tensorflow (0259) module 5: deep computer vision convolutional neural network (0330) module 6: natural language processing with run (0404) module 7: reinforcement learning with q learning (0680) module 8: conclusion and next step (0684),miscellaneous
"completely useless course, go project",negative
4,miscellaneous
suppose am interested deep computer vision convolutional neural networks. can skip go nl?,interrogative
great work! thank time.,positive
nan,
nan,
"hey guys, would like ask general question here. ml is meant find rule u based ton example fed model, doe mean is actually quite important know equation model figured us? do have way check equation model is using?",interrogative
professor say memorize should probably memorize,imperative
i am pretty sure fare is the cost of the passenger's ticket in the dataset,miscellaneous
thanks lot! great work.,positive
"course is exactly what need can please, add subtitle even could automatic english",interrogative
270,miscellaneous
7 well i suppose they have to add this function a an external command in tensorflow v.3.0 would be greatly helpful,miscellaneous
videomark,miscellaneous
"do not mind me, just saving my progress 120 180 160 277",miscellaneous
thank course!,positive
0 you can now run a rollback with era to make check point and revert back to a model checkpoint before overfitting occurred. https: eras.io api fullback model checkpoint,miscellaneous
"10 minute speech, take 3 hour front pc. know!. thanks lot!.take care. bye.!",positive
fyi: fare how much the individual paid for thier ticket.,miscellaneous
"hmm, reinforced learning basically many parallel unsupervised learning + learning reward next learning ? (features environment data & agent data) seems like self tweaking , give rewards. interesting & great video, love it!",positive
stupid school cost 70k learn everything youtube.,positive
checkpoint 0,miscellaneous
subtitle,negative
"0 you can display the image in greyscale like this: lt.show(train image 0 , map gray )",miscellaneous
"am missing something here. beginning pop survival,. how doe tensorflow know are talking survival? do even get beginner stuff.",interrogative
keyboard sound satisfying!,positive
"oh, noticed gave video thumb remember when. need action!",positive
holy crap tim worst speller world,negative
please add timestamp different chapter,imperative
why do have 3 extremely low rez deadpools wall behind you? serious note tutorial are extremely well done! professional! please keep up! :),interrogative
2 french town intensify,miscellaneous
manual save,miscellaneous
did understand that. can someone please try explain me?,interrogative
"insane man, keep good work",positive
"hey uh. 4, what is figure()? why do need use lt.show() already have lt.show()?",interrogative
9,miscellaneous
"thank tim, great job!",positive
cola thing moved trash! oh no!,negative
re: linear regression 'fare' must be what they paid for the ticket.,miscellaneous
*precision :),positive
"hold up! i know you said you could not draw, but there is no excuse for that pac man !",miscellaneous
getting 'nameerror: name 'shuffle' not defined' refering line d ds.shuffle( n ) tf.version module 'tensorflow. api.v2.version' .,negative
someone: how good is video? me: will talk later.,interrogative
brilliant tim,positive
really appreciate tutorial,positive
"quick question am little confused how first example wa example linear regression.you used feature predict value. can linear regression use multiple features? originally, thought used one feature (for example, x) predict value. addition, am somewhat confused produce binary categorical result (0 1) instead numeric result can have range values.also, how can confirm relationship is linear, especially are using category produce result instead range values?let know did make sense. thanks tutorial!",interrogative
"watching x2 speed, talk soo slow repeat self alot, otherwise nice tut",negative
big thank,positive
no translation? feel painful.,negative
please add closed captions.,imperative
the fare around 0 referred to the amount of money they paid to travel on the boat. a fare is a payment made for a trip.,miscellaneous
thanks foryour support!,positive
doe anyone know how can access loss value neural network? need able print value formatted string,interrogative
plea make russian subtitle,imperative
"0 why doe need function inside function, though? cannot reduced single function?",interrogative
"said, epoch used split big dataset small one. 0 , have 60k image dataset epoch processing 60k images. how?",interrogative
0,miscellaneous
please english subtitle.,imperative
best ml course,positive
great tutorial ai ml.,positive
video rare gem! thanks alot courses!,positive
tensorflow rock thing (sort of) work now. fyi,positive
getting unsupported capable try linear regression. please help,imperative
if you can take 7 hour to explain it i will take 7 hour to learn it,miscellaneous
3,miscellaneous
"finished tutorial, really well made amazing intro ml concepts. really excited explore thankyou much tim.",positive
"example try make algorithm bard game, will probably use reinforced learning. how reward it? winning should reward right? how doe training work? do have run bot bot keep better one? cannot find much subject",interrogative
"everything going fine! started messing machine learning concepts, confused continue not.",negative
"anyone failed install tensorflow tensorflow still support 3.8.*, download install python 3.7.9 (do add path!) run pip install virtualenv . restart charm create new project. choose virtual environment option instead python interpreter choose python 3.7 dropdown menu. good luck.",positive
nan,
"timestamp for all the different core learning algorithms,linear regression (0)classification (0140)k mean clustering (0277)hidden mark model (0246)",miscellaneous
learning something different openionizing. tim good teacher man.,positive
would logistic regression need fit() function? why would input function necessary?,interrogative
"no bro, not haha",negative
7,miscellaneous
thanks lot,positive
excellent,positive
what is audience retention video,interrogative
"look great cannot get tensorflow work window 10 amd64 cpu. fails due not loading. searched solution without luck. p.s. not suitable gpu, relying cpu version.",negative
started. know nothing contribute yet wanted thank advancing humanity. may given life purpose,positive
1,miscellaneous
imagine just showing this course to cover from the past and blowing their mind,miscellaneous
epic,positive
"couple hour feel like not really know talking about. maybe uneducated impression course seems like reading documentation whenever something complex basic python syntax would warrant explanation, slap not really going go it, look card.",negative
subtitle would great,positive
wonderful. great thank you.,positive
"guy real droid: serif pic, also kept teaching u non stop 7 hr even clinch , also taught use google's notebook (feels like agent google's environment sometimes)thank please",positive
if you get an error while importing this: import tensorflow.combat.v2.feature column a just use this insteadmport tensorflow. api.v2.feature column a fc,miscellaneous
one best tutorial ever. thank much hard work this. love document video explanation alot. many thanks you. keep uploading stuff machine learning,positive
environment,miscellaneous
