,Unnamed: 0,original,pre_processed_text,time_parsed,predictions,sentiments
464,464,"You usually do videos later to provide more interesting info, relatability, examples, not just the basics of the PR rundown that 15 other youtubers did yesterday.","you usually do video later to provide more interesting info, reliability, examples, not just the basic of the pr rundown that 15 other youtube did yesterday.",1686192906.752318,miscellaneous,Positive
465,465,"No matter how good the tech is, the price point means it's years away from mass adoption.","no matter how good the tech is, the price point mean it is year away from mass adoption.",1686192906.754005,miscellaneous,Neutral
466,466,"I'm really stoked that Apple took a big risk in releasing such a great product to market. I thought since Tim Cook took the helm they would just play it safe with newer iphones, airpods, and a million Apple watches. It's great seeing Apple being innovative again. I have a feeling these will catch on in 5-10 years but it is still very early for this technology.","i am really stored that apple took a big risk in releasing such a great product to market. i thought since tim cook took the helm they would just play it safe with newer phones, airport, and a million apple watches. it is great seeing apple being innovative again. i have a feeling these will catch on in 5 10 year but it is still very early for this technology.",1686192906.755685,miscellaneous,Positive
467,467,This just sounds like an ad,this just sound like an ad,1686192906.757371,miscellaneous,Negative
468,468,"""Taking 3d photos and videos is kinda dumb"" 100% disagree with this statement. Within the next two years there will be thousands perhaps even 10s of thousands of very high quality 3d photos and videos from every conceivable place on earth or of any conceivable subject. Imagine something like tiktok or social media for memories. Where you can share what you saw in the moment with perhaps millions one day as if they were there to actually see it. The immersion will be unparalleled compared to what we have today.",taking 3d photo and video is kind of dumb 100% disagree with this statement. within the next two year there will be thousand perhaps even 10 of thousand of very high quality 3d photo and video from every conceivable place on earth or of any conceivable subject. imagine something like tiktok or social medium for memories. where you can share what you saw in the moment with perhaps million one day a if they were there to actually see it. the immersion will be unparalleled compared to what we have today.,1686192906.759053,miscellaneous,Neutral
469,469,"Sorry and I probably going to get a lot of negative feedback from this comment. 

But the first thing I thought is imagine what p.rn would look like with this. 😂😂😂",sorry and i probably going to get a lot of negative feedback from this comment. but the first thing i thought is imagine what p.right now would look like with this.,1686192906.760789,miscellaneous,Negative
470,470,Anyone frothing this are simps,anyone nothing this are sims,1686192907.059118,miscellaneous,Neutral
471,471,I'm guessing if Steve Job will never approve this garbage.,i am guessing if steve job will never approve this garbage.,1686192907.060963,miscellaneous,Negative
472,472,"Analysis: Why Vision Pro is NOT the next iPhone.
- the prize needs to drop down by couples of hundreds or thousands to make it even affordable for 99% of the population. 
- battery life is around 2hrs apparently. This isn't much if you think about using it on a daily basis. 
- only legacy apps. The use cases are build around developers. Most developers won't be spending hours of hard work just to develop an app that will only be accessible to a hundreds (or few thousands, maybe) of users.
- where can it be used? At home sofa? I understand they tried to fly around the idea of using it on a flight. But I dont think ppl will adapt to that. Maybe in private jets hehe.
Anyway, great video as always 👌","analysis: why vision pro is not the next iphone. the prize need to drop down by couple of hundred or thousand to make it even affordable for 99% of the population. battery life is around 2hrs apparently. this is not much if you think about using it on a daily basis. only legacy apps. the use case are build around developers. most developer will not be spending hour of hard work just to develop an app that will only be accessible to a hundred (or few thousands, maybe) of users. where can it be used at home sofa i understand they tried to fly around the idea of using it on a flight. but i do not think people will adapt to that. maybe in private jet here. anyway, great video a always",1686192907.062699,miscellaneous,Neutral
473,473,I would be happy with a version that only does AR. I'm sure that one would be cheaper 😂,i would be happy with a version that only doe ar. i am sure that one would be cheaper,1686192907.064418,miscellaneous,Positive
474,474,Hate to admit it (Because I personally hate apple) but they actually did a great job on this.,hate to admit it (because i personally hate apple) but they actually did a great job on this.,1686192907.066112,miscellaneous,Positive
475,475,I thought it was revolutionary. Even with the price.,i thought it wa revolutionary. even with the price.,1686189307.067798,miscellaneous,Positive
476,476,"I think this will be one of the computing device which will be standard in future like our phones, laptops etc. We will have a close enough normal spectacle like device which will do AR and VR smoothly. This device will start the Metaverse era in the future.","i think this will be one of the computing device which will be standard in future like our phones, laptop etc. we will have a close enough normal spectacle like device which will do ar and vr smoothly. this device will start the metaverse era in the future.",1686189307.069491,miscellaneous,Positive
477,477,It's been a Long time since apple dropped a game changer.thus is amazing,it is been a long time since apple dropped a game changer.thus is amazing,1686189307.071171,miscellaneous,Positive
478,478,This will mainly be used by people to watch porn,this will mainly be used by people to watch porn,1686189307.072861,miscellaneous,Negative
479,479,This is anyway first iteration.  But yes this definitely seems like leap forward,this is anyway first iteration. but yes this definitely seems like leap forward,1686189307.074544,miscellaneous,Positive
480,480,"None of this is ""new"" Apple have just done it for wealthy people who can afford to pay for a better experience.",none of this is new apple have just done it for wealthy people who can afford to pay for a better experience.,1686189307.076227,miscellaneous,Positive
481,481,If they made this into a set of cool sunglasses instead of these goggles I might buy it.,if they made this into a set of cool sunglass instead of these goggles i might buy it.,1686189307.077923,miscellaneous,Positive
482,482,Apple should turn this into a helmet with air conditioning and surround sound built in.,apple should turn this into a helmet with air conditioning and surround sound built in.,1686189307.079623,miscellaneous,Neutral
483,483,I’ve been ready for this since virtual boy let me down as a kid. LET’S GOOOOOOOOOOO,i ve been ready for this since virtual boy let me down a a kid. let s goo,1686189307.08132,miscellaneous,Neutral
484,484,Would be cool if ten years from now there was a Window's friendly unit that I could use in 3D CAD modeling with SolidWorks for design engineering.,would be cool if ten year from now there wa a window's friendly unit that i could use in 3d cad modeling with solidworks for design engineering.,1686189307.083006,miscellaneous,Positive
485,485,I love ❤️ your videos ❤,i love your video,1686189307.084727,miscellaneous,Positive
486,486,"I think it’s a kinda petty interpretation to reduce the creation of the iPhone and the Vision Pro as “more perfecting existing tech, than innovation”. It minimizes the revolutionary impact of the devices. It’s like saying the internet is improved radio.","i think it s a kind of petty interpretation to reduce the creation of the iphone and the vision pro a more perfection existing tech, than innovation . it minimizes the revolutionary impact of the devices. it s like saying the internet is improved radio.",1686189307.086414,miscellaneous,Neutral
487,487,"Almost all the demo was with 2d apps, they need the devs now to do stuff.","almost all the demo wa with 2d apps, they need the devs now to do stuff.",1686189307.0881,miscellaneous,Neutral
488,488,Apple is simply amazing 🔥🔥🔥,apple is simply amazing,1686189307.089851,miscellaneous,Positive
489,489,I am fundamentally bullish on this technology but bearish on the current form factor. Once this tech is ported to glasses then god dayum,i am fundamentally publish on this technology but parish on the current form factor. once this tech is ported to glass then god datum,1686189307.091534,miscellaneous,Neutral
490,490,"I don't see it. Then again, I also didn't see it with the iPad (who wants a larger, limited-use phone that sounds like a feminine hygiene product?), but it has replaced laptops in many cases (this was before proper pen support allowed them to enter the drawing tablet market, too). I also ""saw it"" with Google Glass, yet, that project died completely last year.","i do not see it. then again, i also did not see it with the ipad (who want a larger, limited use phone that sound like a feminine hygiene product ), but it ha replaced laptop in many case (this wa before proper pen support allowed them to enter the drawing tablet market, too). i also saw it with google glass, yet, that project died completely last year.",1686189307.376915,miscellaneous,Negative
491,491,This certainly cannot be the next iPhone. Can you imagine everyone walking around with this? 😅. This can only be used in a home/office setting for work or entertainment but not a daily driver.,this certainly cannot be the next iphone. can you imagine everyone walking around with this . this can only be used in a home office setting for work or entertainment but not a daily driver.,1686189307.378721,miscellaneous,Negative
492,492,"$3,500 would’ve cost $2,392.17 in 2007 which was the price of a high config laptop.","$3,500 would ve cost $2,392.17 in 2007 which wa the price of a high config laptop.",1686189307.380505,miscellaneous,Neutral
493,493,“And I think that’s kind of dumb” -Dagogo,and i think that s kind of dumb dagogo,1686189307.38227,miscellaneous,Negative
494,494,"Ill buy it at version 2-4. Price 3500 no prob for me. I can just save money for 3-6 years i can get those easy. I already save up for AR glass from 5 years ago. The budget is in the circulation, im in investment co. Business btw.","ill buy it at version 2 4. price 3500 no pro for me. i can just save money for 3 6 year i can get those easy. i already save up for ar glass from 5 year ago. the budget is in the circulation, i am in investment co. business by the way.",1686189307.384029,miscellaneous,Positive
495,495,further divides the social from the antisocial people,further divide the social from the antisocial people,1686189307.385802,miscellaneous,Negative
496,496,Intergrate AI like JARVIS or ChatGPT with a meta avatar into this and you're basically a 2 hour iron man without the suit lol,integrate ai like paris or chatgpt with a meta avatar into this and you are basically a 2 hour iron man without the suit lol,1686189307.387562,miscellaneous,Neutral
497,497,I wonder how many workers will jump to finish it.,i wonder how many worker will jump to finish it.,1686189307.38934,miscellaneous,Neutral
498,498,"When i read the thumbnail, my reaction was ""Oh no..."". I am genuinely sad for the future these days, and such innovations make me more worried than happy. I wasn't like this in the past.","when i read the thumbnail, my reaction wa oh no. . i am genuinely sad for the future these days, and such innovation make me more worried than happy. i wa not like this in the past.",1686189307.391095,miscellaneous,Negative
499,499,Except not everyone has 3.5k to splurge on a VR headset,except not everyone ha 3.5k to surge on a vr headset,1686189307.392863,miscellaneous,Neutral
500,500,"Regarding the display brightness, Apples 5000 nits is before the light passes through the lenses (significantly reducing brightness) which means the user won’t actually see 5000 nits of brightness, it’s a bit misleading of Apple to give this figure. Other head sets like the ps vr 2 give the nit level after it has passed through the lenses.","regarding the display brightness, apple 50 it is before the light pass through the lens (significantly reducing brightness) which mean the user won t actually see 50 it of brightness, it s a bit misleading of apple to give this figure. other head set like the p vr 2 give the nit level after it ha passed through the lenses.",1686189307.394625,miscellaneous,Neutral
501,501,Loneliness problem?,loneliness problem,1686189307.396398,miscellaneous,Negative
502,502,This will evolve into some crazy “Iron-man” tech.,this will evolve into some crazy iron man tech.,1686189307.39816,miscellaneous,Neutral
503,503,This seems more like an Apple Lisa to me.,this seems more like an apple lisa to me.,1686189307.39992,miscellaneous,Neutral
504,504,I dont know why people weren't cared about holo lens from Microsoft it was even 4yrs ago...,i do not know why people were not cared about hold lens from microsoft it wa even 4yrs ago.,1686189307.401687,miscellaneous,Negative
505,505,Steve Jobs wins again!,steve job win again!,1686189307.403445,others,Positive
506,506,90hz refresh rate means DOA. My iPhone and iPad both do 120 now. I don’t want something strapped to my face running that slow. 🤮,90hz refresh rate mean doa. my iphone and ipad both do 120 now. i don t want something strapped to my face running that slow.,1686189307.405232,miscellaneous,Negative
507,507,"Live in your pod, eat ze bugs, stick the vision pro on to hide from reality and your crap life, be a data harvested pleb for AI learning to make yourself obsolete to AI robots to do your job for you for globalist corporation greed & wealth, obey the party slogan otherwise you'll lose good boy/girl social credits points, limited/ locked - internet access, ev use, digital banking - you'll own nothing and be happy in your digital sillycon panopticon. Freedom or Freedumb?","live in your pod, eat ze bugs, stick the vision pro on to hide from reality and your crap life, be a data harvested plea for ai learning to make yourself obsolete to ai robot to do your job for you for loyalist corporation greed & wealth, obey the party slogan otherwise you will lose good boy girl social credit points, limited locked internet access, ev use, digital banking you will own nothing and be happy in your digital silicon panopticon. freedom or freedom",1686189307.406996,miscellaneous,Negative
508,508,"Almost 30 years ago in the movie “Disclosure” (1994), writer Michael Crichton predicted a VR headset augmented with gestures. Within, a virtual reality space hallway, filing drawers. However, the user also needed to stand on a platform and be continuously scanned. Crichton also predicted that digitally created actors would replace people in the movie “Looker” (1981).","almost 30 year ago in the movie disclosure (1994), writer michael brighton predicted a vr headset augmented with gestures. within, a virtual reality space hallway, filing drawer. however, the user also needed to stand on a platform and be continuously scanned. brighton also predicted that digitally created actor would replace people in the movie looked (1981).",1686189307.408767,miscellaneous,Neutral
509,509,Now is the time for Google to send its engineers to take the Google glass from the drawer and get to work on a improved version ☝️,now is the time for google to send it engineer to take the google glass from the drawer and get to work on a improved version,1686189307.410543,miscellaneous,Neutral
510,510,"Not everyone is expected to buy the first generation product, Ivan.","not everyone is expected to buy the first generation product, ivan.",1686192907.593684,miscellaneous,Negative
511,511,You just can't blind the Father of Lights.,you just cannot blind the father of lights.,1686189307.867982,corrective,Neutral
512,512,"This tech could revolutionize industries like health care, especially in a surgical atmosphere. Also, design, construction, and many other industries that need a technology to see the end result, and see how it comes together, before even spending the money or the resources that is normally required.","this tech could revolutionized industry like health care, especially in a surgical atmosphere. also, design, construction, and many other industry that need a technology to see the end result, and see how it come together, before even spending the money or the resource that is normally required.",1686189307.86978,miscellaneous,Positive
513,513,I am that old that even an usual smartphone in my pocket still feels like I am living in the future,i am that old that even an usual smartphone in my pocket still feel like i am living in the future,1686189307.871541,miscellaneous,Negative
514,514,I'll wear it regurarly if they come in the form of contact lens,i will wear it regularly if they come in the form of contact lens,1686189307.873314,miscellaneous,Neutral
515,515,We actually have this kind of techonology in form of google glass. Just wondering why it didn’t take off,we actually have this kind of technology in form of google glass. just wondering why it didn t take off,1686189307.875071,miscellaneous,Neutral
516,516,"People complaining about prices just dont understand how game changing the tech on this headset is.
Apple's MicroLed (at 5000 nits) is already topping the best of LGs and Samsungs unreleased next gen TVs, that are still oled   and will top at max 2000 nits.
Basically with this device you wont need a TV for like the next 5-7 years !
Not to mention all the computing power of the M2 chip, which basically means you would be able to do Macbook work in a Ultra Hi Res screen.
I think this tech is way too advanced for people to understand how great it is.
But I'm pretty sure that when people will try it, they definitely wont go back !","people complaining about price just do not understand how game changing the tech on this headset is. apple's mirrored (at 50 its) is already topping the best of log and samsung unreleased next gen tvs, that are still old and will top at max 20 its. basically with this device you will not need a tv for like the next 5 7 year ! not to mention all the computing power of the m2 chip, which basically mean you would be able to do facebook work in a ultra hi re screen. i think this tech is way too advanced for people to understand how great it is. but i am pretty sure that when people will try it, they definitely will not go back !",1686189307.876858,miscellaneous,Positive
517,517,11:00 why is it so expensive? Well we'll just wait and see in a few years or even shorter Chinese Company will copy this and make it way cheaper haha,why is it so expensive well we will just wait and see in a few year or even shorter chinese company will copy this and make it way cheaper haha,1686189307.87862,miscellaneous,Neutral
518,518,What an exciting time to be alive!,what an exciting time to be alive!,1686189307.880371,miscellaneous,Positive
519,519,"This is not a day to day use product. Everyone who owns a VR equipment knows when the surprise wears away, it sits on a shelf for long. The technology might be great, but not for daily wear. How long anyone wants to wear a helmet like thing and cut off from the world all day long?","this is not a day to day use product. everyone who owns a vr equipment know when the surprise wear away, it sits on a shelf for long. the technology might be great, but not for daily wear. how long anyone want to wear a helmet like thing and cut off from the world all day long",1686189307.882141,miscellaneous,Negative
520,520,"We already have so many privacy vulnerabilities, I guess add   ""eye movement tracking data"" to the list. Which is a fancy way to spell ""thoughts"".","we already have so many privacy vulnerabilities, i guess add eye movement tracking data to the list. which is a fancy way to spell thought .",1686189307.883892,miscellaneous,Negative
521,521,"Lol, this will be Apple's biggest busy since the Newton","lol, this will be apple's biggest busy since the newton",1686189307.885659,miscellaneous,Positive
522,522,Hype.,hype.,1686189307.887411,others,Neutral
523,523,I don’t want a powerful device around my head for hours,i don t want a powerful device around my head for hour,1686189307.889183,miscellaneous,Negative
524,524,yes hello what is the quest pro?,yes hello what is the quest pro,1686189307.890932,interrogative,Neutral
525,525,"It is cool, but do we really need it? Human can not handle cellphones with internet well enough, I don't think human can handle this equipment well.","it is cool, but do we really need it human can not handle cellphone with internet well enough, i do not think human can handle this equipment well.",1686189307.892696,miscellaneous,Negative
526,526,"I don't care what people say, Apple always wins in the UI department. Their style and design just looks so slick","i do not care what people say, apple always win in the ui department. their style and design just look so slick",1686189307.894441,miscellaneous,Positive
527,527,Doesn't exist until apple invents it! Everyone acting like vr headsets haven't been a thing fore 10 years already and apple was the first to think it up. Is it the best and most well designed most likely but  that's not what drives me crazy!,doe not exist until apple invents it! everyone acting like vr headset have not been a thing fore 10 year already and apple wa the first to think it up. is it the best and most well designed most likely but that is not what drive me crazy!,1686189307.896182,miscellaneous,Negative
528,528,"Isolation: the majority of my daily non-work social interactions are done in VR. Far from increasing my isolation, it has made me far more social than I would otherwise be.","isolation: the majority of my daily non work social interaction are done in vr. far from increasing my isolation, it ha made me far more social than i would otherwise be.",1686189307.897944,miscellaneous,Positive
529,529,Get ready to be caught in 3d,get ready to be caught in 3d,1686189307.899699,miscellaneous,Neutral
530,530,Apple ski goggles,apple ski goggles,1686189307.901461,miscellaneous,Neutral
531,531,Google Glass is a completely different technology.,google glass is a completely different technology.,1686192908.090724,miscellaneous,Neutral
532,532, @jeffavocado  ohh okay i thought they are the same,effavocado oh okay i thought they are the same,1686192908.093839,miscellaneous,Neutral
533,533,"""macbook work""",facebook work,1686189308.282202,others,Neutral
534,534,"Look, I like my Pro, and it did eventually replace my Index when my Quest 2 couldn't even come close...
But Meta is a Big Tech Company that is bad at Tech. They just can't plan their software. They suck.
They dropped too many balls while juggling tradeoffs in VR, and they choose the wrong balls to keep.

Wins: The panels, pancake glass, 6E airlink, form factor, balance (despite being heavier)
Losses: unpopular, expensive facetracking that 90% of everyone turns off, also expensive, overpriced 'self tracking' controllers that can't do dim light, failing to deliver quality passthrough as promised, really....REALLY bad software in general, and failing to sync the standalone OS with PCVR link OS for a seamless, unified experience between the two.","look, i like my pro, and it did eventually replace my index when my quest 2 could not even come close. but meta is a big tech company that is bad at tech. they just cannot plan their software. they suck. they dropped too many ball while juggling tradeoff in vr, and they choose the wrong ball to keep. wins: the panels, pancake glass, 6e airline, form factor, balance (despite being heavier) losses: unpopular, expensive facetracking that 90% of everyone turn off, also expensive, overpriced 'self tracking' controller that cannot do dim light, failing to deliver quality passthrough a promised, really.really bad software in general, and failing to sync the standalone o with cvr link o for a seamless, unified experience between the two.",1686189308.473702,miscellaneous,Negative
535,535,"This is dead on arrival for the mases, Its $3,762 with tax here in the USA. The average buyer is likely to put this on a credit card, with the average credit card interest rate in the US being 16% that's $342 per month to pay it off in 1 year. To put things into perspective the average Honda Civic lease in the USA is $332 per month.","this is dead on arrival for the makes, it $3,762 with tax here in the usa. the average buyer is likely to put this on a credit card, with the average credit card interest rate in the u being 16% that is $342 per month to pay it off in 1 year. to put thing into perspective the average honda civic lease in the usa is $332 per month.",1686189308.767536,miscellaneous,Neutral
536,536,"I am glad the AR/VR industry is getting attention, but as someone knee deep the industry for 5+ years there are still many things that need to be solved for VR to be mainstream.  

1. I think VR headsets need to super light and large FOV, and low latency, and all the visuals need to be wirelessly sent. The level of graphics required non poly or flat experience is huge. I might of been impressed if they ran Half life 2 in their demo .
2. Head strap is poor design we need something like a welding helmet that can flip up and down quickly. Passthrough is not going to solve VR eye fatigue. VR is best used in 10-30 min bursts of immersion. 
3. Eye tracking is key for Foveated rendering for performance (good on apple for investing in this)
4. compelling content to fit the 10-30 min burst use-case.
5. Tactile controllers. I don't think hand tracking works well even when responsive your hards are looking for some level of tactile feedback and when hand tracking fails it breaks immersion. Hand tacking is nice in a pinch but 1:1 controllers offers a superior experience.   +1 for good haptics. 

Notes: Apple didn't show a single game or any anything that remotely resembled a 3D VR experience and focused on the AR passthrough with a glorified tv screen/large projector.  Not sure why they made a custom chip.. seems unnecessary I would have put it towards better wireless tech to run high end experiences.  The OLED screens seems like a waste of $ and prossinging power, a quick flip up design would be better and lower cost.  Mainstream for VR means having a device used a frequently as a home assistant not replacing your phone or laptop. ideally VR will offer immersive experiences and developers/creators to better environment to work in; think war rooms, collaboration spaces, and games...","i am glad the ar vr industry is getting attention, but a someone knee deep the industry for 5+ year there are still many thing that need to be solved for vr to be mainstream. 1. i think vr headset need to super light and large for, and low latency, and all the visuals need to be tirelessly sent. the level of graphic required non poly or flat experience is huge. i might of been impressed if they ran half life 2 in their demo . 2. head strap is poor design we need something like a welding helmet that can flip up and down quickly. passthrough is not going to solve vr eye fatigue. vr is best used in 10 30 min burst of immersion. 3. eye tracking is key for forested rendering for performance (good on apple for investing in this) 4. compelling content to fit the 10 30 min burst use case. 5. tactile controllers. i do not think hand tracking work well even when responsive your hard are looking for some level of tactile feedback and when hand tracking fails it break immersion. hand taking is nice in a pinch but controller offer a superior experience. +1 for good tactics. notes: apple did not show a single game or any anything that remotely resembled a 3d vr experience and focused on the ar passthrough with a glorified tv screen large projector. not sure why they made a custom chip. seems unnecessary i would have put it towards better wireless tech to run high end experiences. the old screen seems like a waste of $ and prossinging power, a quick flip up design would be better and lower cost. mainstream for vr mean having a device used a frequently a a home assistant not replacing your phone or laptop. ideally vr will offer immersive experience and developer creator to better environment to work in think war rooms, collaboration spaces, and games.",1686189308.76934,miscellaneous,Neutral
537,537,"This stuff is very silly, but we'd probably be better off without the people so susceptible to glorified skinner's boxes","this stuff is very silly, but we would probably be better off without the people so susceptible to glorified skinned's box",1686189308.771099,miscellaneous,Negative
538,538,"This has ""loser"" written all over",this ha loser written all over,1686189308.772869,miscellaneous,Negative
539,539,I'm definitely going to use a snorkel with mine...,i am definitely going to use a snooker with mine.,1686189308.774622,miscellaneous,Positive
540,540,"Short battery life: Each battery lasts two hours, but if you're sitting still, you can plug the battery into a charger and never run out of juice. Also, I'm assuming Apple will happily sell you extra batteries for like $299 a piece, and that the internal battery will last long enough to change battery packs.","short battery life: each battery last two hours, but if you are sitting still, you can plug the battery into a charger and never run out of juice. also, i am assuming apple will happily sell you extra battery for like $299 a piece, and that the internal battery will last long enough to change battery packs.",1686189308.778149,miscellaneous,Positive
541,541,"I’m very cynical about Apple the last few years. How long before some idiot gets in a car accident while wearing it? How long before signs banning them in public places like restrooms and locker rooms? How long before someone is put in jail for using this in a locker room? I’m sure when someone steals one, they will be able to hijack your account and drain your bank accounts (like they do on iPhone already).","i m very cynical about apple the last few years. how long before some idiot get in a car accident while wearing it how long before sign banning them in public place like restroom and locker room how long before someone is put in jail for using this in a locker room i m sure when someone steal one, they will be able to hijack your account and drain your bank account (like they do on iphone already).",1686189308.779904,miscellaneous,Negative
542,542,"It might seem expensive, but when you adjust for inflation it’s almost the same cost as the original Apple computer was in its time.","it might seem expensive, but when you adjust for inflation it s almost the same cost a the original apple computer wa in it time.",1686189308.781676,miscellaneous,Neutral
543,543,Looks super comfortable to be worn all day…not,look super comfortable to be worn all day not,1686189308.783429,miscellaneous,Positive
544,544,Nothing new. Nothing Special. Special price. Apple Lisa 2023.,nothing new. nothing special. special price. apple lisa 2023.,1686189308.785193,others,Neutral
545,545,"This will disrupt the market in next 2-3 years. 
10 years down the line, we will see people using this on metro, schools and everywhere around.","this will disrupt the market in next 2 3 years. 10 year down the line, we will see people using this on metro, school and everywhere around.",1686189308.786944,miscellaneous,Neutral
546,546,"2 hours battery life looooool 

Yeah sure this will make you look like a total freak taking pics of your kids with on",2 hour battery life look yeah sure this will make you look like a total freak taking pic of your kid with on,1686185708.788704,miscellaneous,Negative
547,547,"This is actually a very old technology.  The Military has been using this on multiple platforms for over a decade.  If the real time state of this technology was released today you would be walking, driving and navigating seamlessly in VR/AI.  Imagine living in a world of drones all controlled in VR.  Everything from factory work to Farming.   Exciting times.","this is actually a very old technology. the military ha been using this on multiple platform for over a decade. if the real time state of this technology wa released today you would be walking, driving and navigating seamlessly in vr ai. imagine living in a world of drone all controlled in vr. everything from factory work to farming. exciting times.",1686185708.790456,miscellaneous,Positive
548,548,"If we really are going to adopt this type of tech for our everyday life in the future, I would hope they make an extra awareness system for both pedestrians and drivers. Our glowing rectangle alone has already caused so many accidents in the past couple of years, so I personally think this is a must.","if we really are going to adopt this type of tech for our everyday life in the future, i would hope they make an extra awareness system for both pedestrian and drivers. our glowing rectangle alone ha already caused so many accident in the past couple of years, so i personally think this is a must.",1686185708.792212,miscellaneous,Negative
549,549,Jesus... Apple fanbois are going all wild about a pair of overpriced ski googles. Let's see how they suffer the stigma of walking around with those,jesus. apple francois are going all wild about a pair of overpriced ski googles. let u see how they suffer the stigma of walking around with those,1686185708.793974,miscellaneous,Negative
550,550,This product is geared to replace the tv at home.  We will see the adoption though.,this product is geared to replace the tv at home. we will see the adoption though.,1686185708.795718,miscellaneous,Neutral
551,551,No peripheral vision.,no peripheral vision.,1686185708.797484,others,Neutral
552,552,VR is a fad much like 3D TV's were. The things are clunky and they are annoying if you need to engage in anything else that isn't VR,vr is a fad much like 3d tv's were. the thing are clunky and they are annoying if you need to engage in anything else that is not vr,1686185708.799232,miscellaneous,Negative
553,553,Waiting for version 3.0.,waiting for version 3.0.,1686185708.800998,miscellaneous,Neutral
554,554,extension cord sales are gonna skyrocket…,extension cord sale are going to skyrocket,1686207308.995858,miscellaneous,Positive
555,555,you will own nothing and be happy,you will own nothing and be happy,1686189309.181339,miscellaneous,Neutral
556,556,texting and driving is illegal in most places and has been for a while now. im sure same rules will apply to headset devices. darwin award moments will for sure occur during early mainstream adroption period.,texting and driving is illegal in most place and ha been for a while now. i am sure same rule will apply to headset devices. darwin award moment will for sure occur during early mainstream adoption period.,1686200109.414858,miscellaneous,Neutral
557,557," @TK-gd9td  yet, people still do and is a huge prevalent culture","k gd9td yet, people still do and is a huge prevalent culture",1686210909.417839,miscellaneous,Neutral
558,558, @TK-gd9td so? People still do it,k gd9td so people still do it,1686211809.420778,miscellaneous,Neutral
559,559,are you dumb? This is for home.,are you dumb this is for home.,1686189309.608445,miscellaneous,Negative
560,560,Everyone says taking 3D videos is creepy and I just don't get it. It's no more weird that holding your phone up in the middle of a meaningful experience (the main difference being that we're already used to phones getting in the way).,everyone say taking 3d video is creepy and i just do not get it. it is no more weird that holding your phone up in the middle of a meaningful experience (the main difference being that we are already used to phone getting in the way).,1686185709.89193,miscellaneous,Negative
561,561,The apple glazing by people is insane,the apple glazing by people is insane,1686185709.893736,miscellaneous,Negative
562,562,"Why can't technology be good for socializing?

I mean, split screen games did it perfectly.

Is it that making people less easy to connect with each other so profitable that making anything really that crazy to tech companies?","why cannot technology be good for specializing i mean, split screen game did it perfectly. is it that making people le easy to connect with each other so profitable that making anything really that crazy to tech company",1686185709.895516,miscellaneous,Neutral
563,563,"Not at 3500 Dollars! its out of reach for most people, when the iphone originally launched it was affordable to most, unlike this product","not at 3500 dollars! it out of reach for most people, when the iphone originally launched it wa affordable to most, unlike this product",1686185709.897303,miscellaneous,Neutral
564,564,"I think more than any technological leap, Apple is cashing in on the current huge single unmarried people demographic. These peoples don't really need the family size TV, and they don't live in big houses. The headset kinda solved both. 

There's no way this is for family usage, that thing ain't gonna survive the young toddlers bs.","i think more than any technological leap, apple is casting in on the current huge single unmarried people demographic. these people do not really need the family size tv, and they do not live in big houses. the headset kind of solved both. there is no way this is for family usage, that thing are not going to survive the young toddler bs.",1686185709.899074,miscellaneous,Negative
565,565,l feel like these X reality devices are too expensive and limited as now but the pace of their progreess makes me believe that it will be ready for mass adoption soon.,l feel like these x reality device are too expensive and limited a now but the pace of their progress make me believe that it will be ready for mass adoption soon.,1686185709.900855,miscellaneous,Positive
566,566,The optical shops are celebrating -- increased sales 3-5 years from now,the optical shop are celebrating increased sale 3 5 year from now,1686185709.902619,miscellaneous,Positive
567,567,I just. Honestly dont believe it. Maybe ill be surprised. They're just claiming way too much. The biggest red flag for me is the audio. I dont see any way the audio is going to sound even okay. Let alone good. And I've seen all the youtubers and whatnot genuinely blown away. I just dont believe that the product they actually ship is going to be that level/its always a specific demo catered to its strengths. I have a strong feeling once this gets into peoples hands for real. We're going to see a ton of problems. I hope im wrong. I just dont trust apple anymore.,i just. honestly do not believe it. maybe ill be surprised. they are just claiming way too much. the biggest red flag for me is the audio. i do not see any way the audio is going to sound even okay. let alone good. and i have seen all the youtube and whatnot genuinely blown away. i just do not believe that the product they actually ship is going to be that level it always a specific demo catered to it strengths. i have a strong feeling once this get into people hand for real. we are going to see a ton of problems. i hope i am wrong. i just do not trust apple anymore.,1686185709.90438,miscellaneous,Negative
568,568,I can see Pornhub taking full advantage of this system.,i can see pornhub taking full advantage of this system.,1686185709.906158,miscellaneous,Negative
569,569,This thing has cameras pointed directly at your crotch so Apple's privacy claims need to tested.,this thing ha camera pointed directly at your coach so apple's privacy claim need to tested.,1686185709.907917,miscellaneous,Neutral
570,570,Berkshire Hathaway would agree. Apple makes up 45% of its holdings. A modest 150B.,berkshire pathway would agree. apple make up 45% of it holdings. a modest 150b.,1686185709.909892,miscellaneous,Neutral
571,571,"I don't understand why everyone is hating on the guy filming his kids. If 3D video and photos are as good as they claim, I would've loved seeing my childhood memories in 3D. The kids will grow up and thank they're dad for capturing their childhood in ways we can only dream of.","i do not understand why everyone is hating on the guy filming his kids. if 3d video and photo are a good a they claim, i would have loved seeing my childhood memory in 3d. the kid will grow up and thank they are dad for capturing their childhood in way we can only dream of.",1686185709.91165,miscellaneous,Positive
