,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
292,292,"As much as I am a fanboy of google services. I can't stand how google cheap out on the parts for their phones. Yeah I know it's a 'midrange', not a flagship. But other midrangers provide better aesthetics & thinner bezels with the same or cheaper price! What the actual fuck were you thinking with that protruding camera bar, google? As if a camera bump isn't annoying enough, you had to add a huge ass bar to the back? That's just either careless, or lazy design.

Secondly, not a huge fan of Tensor chip. If you saw through the bullshit about better 'A.I learning' with google's in-house chip, it's not. Thing runs hotter than single MILFs in my area. Other midrangers sporting 700 or even 600 series Snapdragon runs faster & cooler, with no significant impact to A.I learning. You know the only reason you're switching for an 'in-house' chip is to cut cost, stop lying to our faces Google!

Thirdly, Google Camera is really not the hot stuff anymore. There are many flagships from other companies have overtaken the google camera. With processing chips so strong these days, pictures from one phone to another is almost identical unless you compared it side-by-side, even then, the difference is still minimal & preference is subjective to individual. Post-processing can only do so much in a world of overpowered hardwares. Which is why Google no longer focuses on the flagship market, because they knew they have no place in it.

And finally, you're gonna charge 500 bucks for a bezel thicker than Sundar Pichai's eyebrows? What are we? 2010's? I can buy a 200 bucks Xiaomi/Redmi and it still have a better looking screen than this bullshit. 

Single SIM slot is also a turn off, how much space you can save with it? You remove the 2nd SIM slot and you give nothing back. I don't need motherfucking e-SIM, I want to switch SIM anytime, anywhere I want! On the fly! Not to mention the lack of headphone jack, just to sell your shitty ear buds. You're turning into Apple, Google.


So fuck you Google, fuck you sideways, up and down, over and diagonally. I'm not gonna buy your overpriced, low-cost trash until you fix your low-effort bullshit!","a much a i am a fancy of google services. i cannot stand how google cheap out on the part for their phones. yeah i know it is a 'mirage', not a flagship. but other midrangers provide better aesthetic & thinner level with the same or cheaper price! what the actual fuck were you thinking with that protruding camera bar, google a if a camera bump is not annoying enough, you had to add a huge as bar to the back that is just either careless, or lazy design. secondly, not a huge fan of tensor chip. if you saw through the bullshit about better 'a.i learning' with google's in house chip, it is not. thing run hotter than single mile in my area. other midrangers sporting 700 or even 600 series snapdragon run faster & cooler, with no significant impact to a.i learning. you know the only reason you are switching for an 'in house' chip is to cut cost, stop lying to our face google! third, google camera is really not the hot stuff anymore. there are many flagship from other company have overtaken the google camera. with processing chip so strong these days, picture from one phone to another is almost identical unless you compared it side by side, even then, the difference is still minimal & preference is subjective to individual. post processing can only do so much in a world of overpowered hardware. which is why google no longer focus on the flagship market, because they knew they have no place in it. and finally, you are going to charge 500 buck for a been thicker than sunday ficha's eyebrow what are we 2010's i can buy a 200 buck miami red and it still have a better looking screen than this bullshit. single sim slot is also a turn off, how much space you can save with it you remove the 2nd sim slot and you give nothing back. i do not need motherfucking e sim, i want to switch sim anytime, anywhere i want! on the fly! not to mention the lack of headphone jack, just to sell your shift ear buds. you are turning into apple, google. so fuck you google, fuck you sideways, up and down, over and diagonally. i am not going to buy your overpriced, low cost trash until you fix your low effort bullshit!",1684385655.152344,Negative,miscellaneous
293,293,Google is a goossip company 😀,google is a gossip company,1684385655.154116,Negative,miscellaneous
294,294,I left apple and tried samsung now im thinking of leaving samsung and trying google,i left apple and tried samsung now i am thinking of leaving samsung and trying google,1684385655.155854,Neutral,miscellaneous
295,295,why cant i get a google 6a in south africa?,why cannot i get a google 6a in south africa,1684385655.157602,Negative,miscellaneous
296,296,"Nah, I will wait for 9A..","nah, i will wait for 9a.",1684385655.159335,Neutral,miscellaneous
297,297,"@marques I have  been using samsung mobiles since 2018. I have used samsung notes extensively and accumulated around 2k notes in it. Now, I am stuck to samsung mobiles because I am unable to transfer those notes to one note or 🍎 notes. Please tell a way out how I can move those notes In one go to any other note app which is available on other android phones.","argues i have been using samsung mobile since 2018. i have used samsung note extensively and accumulated around 2k note in it. now, i am stuck to samsung mobile because i am unable to transfer those note to one note or notes. please tell a way out how i can move those note in one go to any other note app which is available on other android phones.",1684385655.161089,Negative,miscellaneous
298,298,"I'm confident enough to say that anyone that invests a $160 in me won't regret it

I need this money and my carrier literally depends on it.
God bless🕊️",i am confident enough to say that anyone that invests a $160 in me will not regret it i need this money and my carrier literally depends on it. god bless,1684385655.162841,Positive,miscellaneous
299,299,Which one to buy 7 or 7a? Any advice?,which one to buy 7 or 7a any advice,1684385655.164574,Neutral,interrogative
300,300,This will sale around rs.35k in Diwali sale India which is around $450,this will sale around rs.35k in dial sale india which is around $450,1684385655.166306,Neutral,miscellaneous
301,301,"One word of warning, as someone who has been uising a google pixel 6a (which has the same rear material) the wear on the back is quite bad. I always use a case and don't spend much time around fine particles like sand or gravel  but the whole rear of the phone has gotten pernimate semi-deep scratches. I had the Pixel 4a before this and nothing like this has ever happened in the past.","one word of warning, a someone who ha been using a google pixel 6a (which ha the same rear material) the wear on the back is quite bad. i always use a case and do not spend much time around fine particle like sand or gravel but the whole rear of the phone ha gotten primate semi deep scratches. i had the pixel 4a before this and nothing like this ha ever happened in the past.",1684385655.168034,Negative,miscellaneous
302,302,"I have had wireless charging for more than five six years. Currently on my third generation phone with the feature. Never used it, only tried it a couple of times. I just use a cable","i have had wireless charging for more than five six years. currently on my third generation phone with the feature. never used it, only tried it a couple of times. i just use a cable",1684385655.169777,Neutral,miscellaneous
303,303,wallpaper please?,wallpaper please,1684385655.171503,Neutral,imperative
304,304,"pixel phones long term quality has been underwhelming at best, not to mention the UI over complicates a lot for the average user of a smartphone. As someone who works in the cellular field, samsungs ""easy mode"" kills the ""a"" series pixels every time with the crowd who is looking for the lower priced phones that provide quality for price. Usually the only people coming in to buy pixels are VERY VERY nerdy people, who have chips on their shoulders because they've watched a handful of reviews online. Then in about a years time they come right back in to file the manufacturers warranty claims. If Pixel wasn't on googles budget, and instead it was on LG or HTC's budget, the line would have died around the 5/5a due to low sales and low quality, much like LG and HTC's very own flagships.","pixel phone long term quality ha been underwhelming at best, not to mention the ui over complicates a lot for the average user of a smartphone. a someone who work in the cellular field, samsung easy mode kill the a series pixel every time with the crowd who is looking for the lower priced phone that provide quality for price. usually the only people coming in to buy pixel are very very needy people, who have chip on their shoulder because they have watched a handful of review online. then in about a year time they come right back in to file the manufacturer warranty claims. if pixel wa not on google budget, and instead it wa on lg or htc's budget, the line would have died around the 5 5a due to low sale and low quality, much like lg and htc's very own flagship.",1684385655.173242,Negative,miscellaneous
305,305,Hi,hi,1684385655.174969,Neutral,others
306,306,Very comprehensive and enjoyable review…THANKS!,very comprehensive and enjoyable review thanks!,1684385655.176706,Positive,others
307,307,I love how you know that’s Linus hairline at 6:41 😂,i love how you know that s link airline at,1684385655.178457,Positive,miscellaneous
308,308,can't wait to watch that Hot Ones episode! ❤,cannot wait to watch that hot one episode!,1684385655.180199,Positive,miscellaneous
309,309,7:54 i need this phone case.,i need this phone case.,1684385655.181955,Positive,miscellaneous
310,310,You can also see this nasty red color cast on the display in your video. Pure Android also means not being able to change the colors of the display. Deplorable.,you can also see this nasty red color cast on the display in your video. pure android also mean not being able to change the color of the display. deplorable.,1684385655.183747,Negative,miscellaneous
311,311,Hot ones!!!!!,hot ones!,1684385655.185518,Positive,others
312,312,Give it a month the price will drop,give it a month the price will drop,1684385655.559953,Neutral,miscellaneous
313,313,JerryRigEverything & MKB....My favorites!,jerryrigeverything & mlb.my favorites!,1684385655.561746,Positive,miscellaneous
314,314,Using the pixel 3 since last 4 years and I don't need to upgrade. The pixel 3 is soo damm good!,using the pixel 3 since last 4 year and i do not need to upgrade. the pixel 3 is soo dam good!,1684385655.563501,Positive,miscellaneous
315,315,Here we can get it for 450 + free pixel buds,here we can get it for 450 + free pixel bud,1684385655.565264,Neutral,miscellaneous
316,316,Which is better Pixel 6 vs Pixel 7a?,which is better pixel 6 v pixel 7a,1684385655.567013,Neutral,interrogative
317,317,At 2:28 you almost dropped the phone & your smile in that situation make me realise it!,at you almost dropped the phone & your smile in that situation make me realise it!,1684385655.568776,Positive,miscellaneous
318,318,I'll choose this than Samsung A54,i will choose this than samsung a54,1684385655.570524,Neutral,miscellaneous
319,319,Does anyone facing network issues with the pixels phones? Because its really annoying. I repeatedly face this issue. Google should really solve this issue.,doe anyone facing network issue with the pixel phone because it really annoying. i repeatedly face this issue. google should really solve this issue.,1684385655.57227,Negative,miscellaneous
320,320,The iPhone 11 is still faster than these Pixel phones 🤣🤣,the iphone 11 is still faster than these pixel phone,1684385655.574054,Positive,miscellaneous
321,321,Nothing said for the ultrawide 95 degrees selfie camera😮,nothing said for the ultrawide 95 degree selfie camera,1684385655.575808,Neutral,miscellaneous
322,322,Can we charge with wired and wireless at the same time?,can we charge with wired and wireless at the same time,1684385655.577569,Neutral,miscellaneous
323,323,What's up with Google and their slow adoption of battery charging Technology. I'm on xioami 120W charging for the last one year and I can't be happier with under 20 minute to full charge on a 5000mAh  battery. It's painful to hear about such slow charging speeds.,what is up with google and their slow adoption of battery charging technology. i am on miami 120w charging for the last one year and i cannot be happier with under 20 minute to full charge on a 50mah battery. it is painful to hear about such slow charging speeds.,1684385655.579313,Negative,miscellaneous
324,324,"I bet around 6.30 he flexed his triceps. 
So hard 😂",i bet around 6.30 he fixed his tries. so hard,1684385655.581089,Neutral,miscellaneous
325,325,"If this guy doesn't believe every company leaks their products right before launch, I have a bridge he may want to buy","if this guy doe not believe every company leak their product right before launch, i have a bridge he may want to buy",1684385655.582855,Neutral,miscellaneous
326,326,Google should stick to a single rear camera🤦,google should stick to a single rear camera,1684385655.584695,Neutral,miscellaneous
327,327,r we able to use reverse wireless charging from this phone.,r we able to use reverse wireless charging from this phone.,1684385655.586452,Neutral,miscellaneous
328,328,"i really wanna see google make a mini phone, similar to what apple tried to do. i think they would be capable of doing it very well, and would be nice considering all of their newer phone are all 6in+","i really want to see google make a mini phone, similar to what apple tried to do. i think they would be capable of doing it very well, and would be nice considering all of their newer phone are all 6in+",1684385655.588206,Positive,miscellaneous
329,329,Looks like a $20 Nokia 520 back in the day. Hard pass.,look like a $20 nokia 520 back in the day. hard pass.,1684385655.589972,Neutral,others
330,330,Why Google Pixels not available in South Africa,why google pixel not available in south africa,1684385655.591722,Negative,miscellaneous
331,331,why 7 better? is the new sensor better than everything else from the 7 ?,why 7 better is the new sensor better than everything else from the 7,1684385655.593491,Positive,miscellaneous
332,332,yeah we all saw how well the 12 and 13 mini did :p,yeah we all saw how well the 12 and 13 mini did,1684385655.84793,Positive,miscellaneous
333,333,"i had the pixel 5. i think it was a 6 inch? seemed already small when watching videos or playing a game. otherwise a great phone. i could chuck it and not worry about it breaking.

i worry about cracking just the back of my pixel 7 as it's victus glass too (from dropping it). it feels too glossy? like i feel the need to death grip it.

and man, i wanted to wait out for the 7a.
anyway, i think a 6.1 inch display is okay if you wanted a smaller phone.","i had the pixel 5. i think it wa a 6 inch seemed already small when watching video or playing a game. otherwise a great phone. i could chuck it and not worry about it breaking. i worry about cracking just the back of my pixel 7 a it is pictus glass too (from dropping it). it feel too glossy like i feel the need to death grip it. and man, i wanted to wait out for the 7a. anyway, i think a 6.1 inch display is okay if you wanted a smaller phone.",1684385655.852371,Positive,miscellaneous
334,334," @nomine  I liked the size of the Pixel 4a which was 5.8"".",mine i liked the size of the pixel 4a which wa 5.8 .,1684990455.854439,Positive,miscellaneous
335,335,The Pixel 3A was absolutely perfect in size imo.,the pixel 3a wa absolutely perfect in size i am going to.,1686138855.856204,Positive,miscellaneous
336,336,Like wallpaper. Name?,like wallpaper. name,1684385656.258033,Neutral,others
337,337,"That teardown dbrand skin is of an Indian 7a unit, lol 🤣 (On battery it says bis.gov.in)","that teardown brand skin is of an indian 7a unit, lol (on battery it say bis.gov.in)",1684385656.259825,Neutral,miscellaneous
338,338,That hot ones cameo at 8:25 @SeanEvans,that hot one cameo at eanevans,1684385656.261601,Neutral,miscellaneous
339,339,"Fascinating that last years model is better, AND cheaper!","fascinating that last year model is better, and cheaper!",1684385656.263344,Positive,miscellaneous
340,340,"Wait. What?! You're appearing on ""Hot Ones"" again???",wait. what ! you are appearing on hot one again,1684385656.265105,Neutral,miscellaneous
341,341,They should give the 7pro another color!,they should give the 7pro another color!,1684385656.266842,Positive,miscellaneous
342,342,"am I the only one seeing swastikas in the ""new"" intro during the line to logo transition? It's feels like I'm going crazy",am i the only one seeing swastika in the new intro during the line to logo transition it is feel like i am going crazy,1684385656.268597,Negative,miscellaneous
343,343,"Dude, it’s wireless charging!!! That’s good enough!","dude, it s wireless charging! that s good enough!",1684385656.270341,Positive,miscellaneous
344,344,"Watching all great phones review on my crappy Android, lol never had a good phone before","watching all great phone review on my crappy android, lol never had a good phone before",1684385656.272087,Positive,miscellaneous
345,345,Hiws the camera compare to regular Pixel 7,his the camera compare to regular pixel 7,1684385656.273846,Neutral,miscellaneous
346,346,That selfie with Sean Evans... MKBHD on Hot Ones properly this time?,that selfie with sean evans. kbd on hot one properly this time,1684385656.275586,Neutral,miscellaneous
347,347,I don't think he knew it was recording and was talking to the cameraman 😂,i do not think he knew it wa recording and wa talking to the cameraman,1684385656.277405,Neutral,miscellaneous
348,348,The Pixel 4a 5G also launched at $499.,the pixel 4a 5g also launched at $499.,1684385656.279149,Neutral,miscellaneous
349,349,7:53 I need this phone case,i need this phone case,1684385656.280913,Positive,miscellaneous
350,350,"Google is making stupid phones , MKBHD need not promote it. It does not even have hdmi out. While motorola and Samsung has their desktop mode.","google is making stupid phone , kbd need not promote it. it doe not even have hdi out. while motorola and samsung ha their desktop mode.",1684385656.282659,Negative,miscellaneous
351,351,$499 ..Expensive..Google pricing flops continue like 6a .. $449.  Not worth it... $349 or $399 is best selling price..,$499 .expensive.google pricing flop continue like 6a . $449. not worth it. $349 or $399 is best selling price.,1684385656.284412,Negative,miscellaneous
352,352,Does the Pixel 7A have stereo speakers?,doe the pixel 7a have stereo speaker,1684385656.28617,Neutral,miscellaneous
353,353,MKBHD x Hot Ones 👀,kbd x hot one,1684385656.287942,Neutral,others
354,354,I feel this phone is a jab at Nothing phone 1,i feel this phone is a jab at nothing phone 1,1684385656.289706,Neutral,miscellaneous
355,355,IP69,ip69,1684385656.291448,Neutral,miscellaneous
356,356,"I've got a pixel 6 and I was thinking of trading up as you get the pixel earphones aswell. I'd end up paying around 250, anyone think it's worth?","i have got a pixel 6 and i wa thinking of trading up a you get the pixel headphone swell. i would end up paying around 250, anyone think it is worth",1684385656.61458,Neutral,miscellaneous
357,357,I actually bought a Pixel 7 in March for $399. It's definitely the better deal,i actually bought a pixel 7 in march for $399. it is definitely the better deal,1684385656.616351,Positive,miscellaneous
358,358,"Coming from the Pixel 5, I feel like even the 6a would be an upgrade, but there's probably enough here for me to go up to the 7a and still feel good that I'm saving a few hundred buck vs the 8/8 Pro","coming from the pixel 5, i feel like even the 6a would be an upgrade, but there is probably enough here for me to go up to the 7a and still feel good that i am saving a few hundred buck v the 8 8 pro",1684385656.618131,Positive,miscellaneous
359,359,"Those bezels though, my god!  Those are some 2013 bezels right there.","those level though, my god! those are some 2013 level right there.",1684385656.619882,Neutral,miscellaneous
360,360,I think they felt they needed to increase the price since it would be too close to the Pixel Watch price point...,i think they felt they needed to increase the price since it would be too close to the pixel watch price point.,1684385656.621654,Neutral,miscellaneous
361,361,7:53 does anyone know what that iPhone bread case is?,doe anyone know what that iphone bread case is,1684385656.623414,Neutral,interrogative
362,362,"I so wanted to support the Pixel lineup for the value it brings (until it doesn't). I live in the UAE and got a Pixel 5A back in Nov 2021 only to have it experience the infamous  ""black screen of death"" just a few days ago without any warning. And I paid close to 420 USD for the same.

Apparently, this issue (where the screen just suddenly goes off and never starts again) has existed with the complete Pixel lineup of phones and I wonder why no one talks about these real problems. Sounds like a real quality control issue to me with Google.

I would appreciate Marques, if you can do a deep dive on this subject so the viewers can also be well informed about this aspect of Pixel phones.

Thanks","i so wanted to support the pixel lineup for the value it brings (until it doe not). i live in the uae and got a pixel 5a back in nov 2021 only to have it experience the infamous black screen of death just a few day ago without any warning. and i paid close to 420 usd for the same. apparently, this issue (where the screen just suddenly go off and never start again) ha existed with the complete pixel lineup of phone and i wonder why no one talk about these real problems. sound like a real quality control issue to me with google. i would appreciate marques, if you can do a deep dive on this subject so the viewer can also be well informed about this aspect of pixel phones. thanks",1684385656.625198,Neutral,miscellaneous
363,363,"Android doesn't need 8 Gig of RAM so I would rather have the memory bumped down with a headphone jack added back instead.  All phones already have internal DACs or one wouldn't hear any sound from them at all, so bring back the jack plug!","android doe not need 8 gig of ram so i would rather have the memory bumped down with a headphone jack added back instead. all phone already have internal day or one would not hear any sound from them at all, so bring back the jack plug!",1684385656.628748,Neutral,miscellaneous
364,364,Pixel uses BIS standards,pixel us bi standard,1684385656.630499,Neutral,miscellaneous
365,365,I love it,i love it,1684385656.632246,Positive,others
366,366,"The S23 is cheaper at $400 on their own Fi store. It's a better phone. The 7a you're paying more money for a worse phone. The Samsung fold is also cheaper there than the Pixel fold. Google's pricing is no longer making any sense at all to me. I've used their phones since the 5x (rip big cores) and I'm having a very hard time not thinking I'm going to get a Samsung next time I need a phone. I'll miss the call screening and stellar night sight, but dang.","the s23 is cheaper at $400 on their own fi store. it is a better phone. the 7a you are paying more money for a worse phone. the samsung fold is also cheaper there than the pixel fold. google's pricing is no longer making any sense at all to me. i have used their phone since the 5x (rip big cores) and i am having a very hard time not thinking i am going to get a samsung next time i need a phone. i will miss the call screening and stellar night sight, but dang.",1684385656.634006,Negative,miscellaneous
367,367,I got my pixel 7 for 400 bucks so why would you pay more for the pixel 7a?,i got my pixel 7 for 400 buck so why would you pay more for the pixel 7a,1684385656.635753,Neutral,miscellaneous
368,368,"To this day I still don't understand why build quality of a phone matters when 99% put a cheap phone case over it. Plastic or glass back, who cares?","to this day i still do not understand why build quality of a phone matter when 99% put a cheap phone case over it. plastic or glass back, who care",1684385656.63752,Negative,miscellaneous
369,369,Why would I buy a phone made of glass instead of plastic? So it breaks the first time it falls on the floor?,why would i buy a phone made of glass instead of plastic so it break the first time it fall on the floor,1684385656.639323,Negative,miscellaneous
370,370,"Those are some bigass bezels, how does Google ALWAYS manage to sell a $300 package as a much more expensive phones.","those are some bass levels, how doe google always manage to sell a $300 package a a much more expensive phones.",1684385656.641088,Neutral,miscellaneous
371,371,"Except chromecast, they never sold anything value for money. After 120Hz, 90Hz is a no no.","except chromecast, they never sold anything value for money. after 120hz, 90hz is a no no.",1684385656.642834,Negative,miscellaneous
372,372,CORAL,coral,1684385656.644598,Neutral,miscellaneous
373,373,"Marques .... I Just Can't Put This Pixel 3xl Down.  Maybe It's The Rounded Corners, Front Firing Speakers, Lightweight Fits In Hand Perfectly, & Still Snappy. Still Knocking Down All Challengers 💪🏽","marque . i just cannot put this pixel 3xl down. maybe it is the rounded corners, front firing speakers, lightweight fit in hand perfectly, & still happy. still knocking down all challenger",1684385656.646385,Positive,miscellaneous
374,374,Honestly I prefer plastic back over glass,honestly i prefer plastic back over glass,1684385656.648163,Neutral,miscellaneous
375,375,Have they improved the fingerprint scanner? That's what has put me off from the 7 because everyone was complaining about that,have they improved the fingerprint scanner that is what ha put me off from the 7 because everyone wa complaining about that,1684385656.999941,Negative,miscellaneous
376,376,hold on a minute 🤨 are we gonna get a new Hot Ones episode? 🤨 what the Sean doing? 🤨,hold on a minute are we going to get a new hot one episode what the sean doing,1684385657.001762,Neutral,miscellaneous
377,377,plastic is fine as they all end with case and make it a lot lighter in compared to glass back.,plastic is fine a they all end with case and make it a lot lighter in compared to glass back.,1684385657.003513,Positive,miscellaneous
378,378,"Wait, are you doing another episode of Hot Ones?!?","wait, are you doing another episode of hot one !",1684385657.00527,Neutral,miscellaneous
379,379,I thought that was the snow color that you were showing off this whole time until you said this is the blue one...,i thought that wa the snow color that you were showing off this whole time until you said this is the blue one.,1684385657.00701,Neutral,miscellaneous
380,380,damn those bezels are huge. it's a bit embarassing considering the bezel size of phone that are cheaper,damn those level are huge. it is a bit embarrassing considering the been size of phone that are cheaper,1684385657.008765,Negative,miscellaneous
381,381,.,.,1684385657.010507,Neutral,miscellaneous
382,382,The bezels are way too thick...,the level are way too thick.,1684385657.012243,Negative,miscellaneous
383,383,"Hey folks!! Iphone 14 pro max or should i wait for iphone 15 launch??? Which should i buy 🤔, im just confused 😕!!!","hey folks! iphone 14 pro max or should i wait for iphone 15 launch which should i buy , i am just confused !",1684385657.014023,Neutral,miscellaneous
384,384,Every smartphone looks small in your hand. That's confusing :D,every smartphone look small in your hand. that is confusing,1684385657.015761,Negative,miscellaneous
385,385,Did anyone notice the Linus mouse pad lol,did anyone notice the link mouse pad lol,1684385657.017517,Neutral,miscellaneous
386,386,"May I have you'll opinion guyz, what should I choose between Pixel 7a and Vivo V27 5G?","may i have you will opinion guy, what should i choose between pixel 7a and vivo v27 5g",1684385657.019254,Neutral,interrogative
387,387,We need video  for Sony Xperia 1 V,we need video for sony xperia 1 v,1684385657.021009,Neutral,miscellaneous
388,388,Google aka Pandoras box,google aka pandora box,1684385657.022744,Neutral,miscellaneous
389,389,"Which pixel is the best price-for-value option? (6a, 6 Pro, 7a, 7)","which pixel is the best price for value option (6a, 6 pro, 7a, 7)",1684385657.024495,Neutral,interrogative
390,390,Think this would be a good upgrade from the iPhone XR? Thinking of upgrading in the next year and I kind of want to try an Android,think this would be a good upgrade from the iphone xr thinking of upgrading in the next year and i kind of want to try an android,1684385657.026236,Positive,miscellaneous
391,391,"The bezels on that phone!!!!
OMG!!!!
That's horrible. Like we are still 5 years back.",the level on that phone! omg! that is horrible. like we are still 5 year back.,1684385657.02798,Negative,miscellaneous
392,392,"A 7.5 watt max wireless charging is exactly what all iPhones had until very recently. And that was only if your wireless charger supported it, the generic Qi charger will charge an iPhone at 5 watt. Never heard any complaints about iPhone wireless charging. Google would be smart to follow Apple’s approach: just don’t mention the specs and no one will ever notice","a 7.5 watt max wireless charging is exactly what all phone had until very recently. and that wa only if your wireless charger supported it, the generic qi charger will charge an iphone at 5 watt. never heard any complaint about iphone wireless charging. google would be smart to follow apple s approach: just don t mention the spec and no one will ever notice",1684385657.029734,Positive,miscellaneous
393,393,In this day age I find Pixels' lack of support of a desktop mode a huge flaw. It should be present at least on the Pro version. Battery life is also appalling compared to other offers on the market. They are so close to perfecting the lineup,in this day age i find pixels' lack of support of a desktop mode a huge flaw. it should be present at least on the pro version. battery life is also appalling compared to other offer on the market. they are so close to perfection the lineup,1684385657.031474,Negative,miscellaneous
394,394,"It's weird to me that we're calling 17w slow charging when every iPhone came with 5w chargers until just a few years ago. I feel like a majority of people don't really care about charging speed, because they just plug it in overnight. There are certainly people who need that speed, but I don't think most of yours average soccer moms would even consider to ask what the charging speed is when they're looking at buying a new phone.","it is weird to me that we are calling 17w slow charging when every iphone came with 5w charger until just a few year ago. i feel like a majority of people do not really care about charging speed, because they just plug it in overnight. there are certainly people who need that speed, but i do not think most of yours average soccer mom would even consider to ask what the charging speed is when they are looking at buying a new phone.",1684385657.033226,Negative,miscellaneous
395,395,I paid 499 for the pixel 7 with buds pro,i paid 499 for the pixel 7 with bud pro,1684385657.359685,Neutral,miscellaneous
396,396,"It is still a ""Turtle Ninja"" phone",it is still a turtle ninja phone,1684385657.361504,Neutral,miscellaneous
397,397,Do you guys think this camera is better than 6a's?,do you guy think this camera is better than 6a's,1684385657.363271,Neutral,miscellaneous
398,398,Nothing new but I still want to stress how little most people care about wireless charging. OK have a nice day.,nothing new but i still want to stress how little most people care about wireless charging. ok have a nice day.,1684385657.365025,Neutral,miscellaneous
399,399,"Bro help, pixel 6 pro or 7 ?
Or something else for that price ?","bro help, pixel 6 pro or 7 or something else for that price",1684385657.366769,Neutral,miscellaneous
400,400,"Would be perfect for me if it was smaller, the size of the Pixel 5 (152 mm vs 144 mm). Wouldn't it be great to have 16:9 phones again, instead of having them unnecessarily elongated?","would be perfect for me if it wa smaller, the size of the pixel 5 (152 mm v 144 mm). would not it be great to have phone again, instead of having them unnecessarily elongated",1684385657.368515,Positive,miscellaneous
401,401,"I love Pixel phones, currently using a Pixel 4a, planning to upgrade to Pixel 7 within the next month. I wish they were officially available in Poland tough, because when I import it here, 5G won't work.","i love pixel phones, currently using a pixel 4a, planning to upgrade to pixel 7 within the next month. i wish they were officially available in poland tough, because when i import it here, 5g will not work.",1684385657.370252,Positive,miscellaneous
402,402,Not all software is there - spatial audio isn't available on the A-series.,not all software is there spatial audio is not available on the a series.,1684385657.371985,Negative,miscellaneous
403,403,Google 7A vs Samsung A54 ?,google 7a v samsung a54,1684385657.37374,Neutral,miscellaneous
404,404,Those bezels look bad for being 500,those level look bad for being 500,1684385657.375477,Negative,miscellaneous
405,405,Where do you get those wallpapers from?,where do you get those wallpaper from,1684385657.377233,Neutral,miscellaneous
406,406,2023 Phone of the Year goes to the...*waiting intensifies* Google Pixel 7A!,2023 phone of the year go to the.*waiting intensifies* google pixel 7a!,1684385657.378974,Positive,miscellaneous
407,407,only gripe I have with this are the bezels. It would have been a perfect phone if they chopped a few mm around the edges,only grape i have with this are the levels. it would have been a perfect phone if they chopped a few mm around the edge,1684385657.380736,Positive,miscellaneous
408,408,⚠⚠⚠⚠  before buying google pixel make sure your country is listed as 5G Enabled by Google allowed to use 5G country list,before buying google pixel make sure your country is listed a 5g enabled by google allowed to use 5g country list,1684385657.382526,Neutral,miscellaneous
409,409,Will I be happy if I upgrade to this phone from the 5a?,will i be happy if i upgrade to this phone from the 5a,1684385657.384263,Positive,miscellaneous
410,410,6:22 Subtitles were like… ✌🏾,subtitle were like,1684385657.387877,Neutral,others
411,411,Hello Marques and chat.. I don't know if you'll reply or not but here is my question.  I am getting google pixel 6 for $320(26000rs) and I phone 12 for $350(29000rs). which one should I consider buying?⁉⁉⁉⁉,hello marque and chat. i do not know if you will reply or not but here is my question. i am getting google pixel 6 for $320(260rs) and i phone 12 for $350(290rs). which one should i consider buying,1684385657.391492,Neutral,miscellaneous
412,412,I'm watching this on my Pixel 7! The older brother is proud. 😊👍,i am watching this on my pixel 7! the older brother is proud.,1684385657.393292,Positive,miscellaneous
413,413,"iPhone,pixel 6 has many flaws ,rather top up for pixel 7","iphone,pixel 6 ha many flaw ,rather top up for pixel 7",1684385657.591545,Negative,others
414,414,"I want to buy a phone for good camera and good multimedia experience, like watching a Netflix show or a movie for 2-3 hrs, will pixel 7a be a good option for me??
Will phone get heated quickly due to this?","i want to buy a phone for good camera and good multimedia experience, like watching a netflix show or a movie for 2 3 hrs, will pixel 7a be a good option for me will phone get heated quickly due to this",1684385657.938598,Positive,miscellaneous
415,415,So is it going to get 4 years of Android update and 5 years of Monthly security updates ..... isn't it ???,so is it going to get 4 year of android update and 5 year of monthly security update . is not it,1684385657.940414,Neutral,miscellaneous
416,416,Good phone for the price,good phone for the price,1684385657.942161,Positive,miscellaneous
417,417,"why Google did not price this at $399 starting is baffling, it would have been an instant hit at that price.","why google did not price this at $399 starting is battling, it would have been an instant hit at that price.",1684385657.943896,Neutral,miscellaneous
418,418,Nah! Will wait for nothing phone 2.,nah! will wait for nothing phone 2.,1684385657.94565,Positive,interrogative
419,419,Why is google insisting with these thick bezels? Even with their fold.. looks so dated and cheap.,why is google insisting with these thick level even with their fold. look so dated and cheap.,1684385657.947385,Negative,interrogative
420,420,"That dbrand skin has the BIS mark, the Indian standards organization. So I guess someone from India leaked out the innards of the Pixel 7A :D","that brand skin ha the bi mark, the indian standard organization. so i guess someone from india leaked out the inwards of the pixel 7a",1684385657.94913,Neutral,miscellaneous
421,421,"This dbrand tear down skins just show me there was space for a headphone jack 😞
Screen call arrived at the 4a too btw too. Saved me so much time when calls come I don't want to take

Top 3 mid range camera that will most likely beat the latest iPhone again ?",this brand tear down skin just show me there wa space for a headphone jack screen call arrived at the 4a too by the way too. saved me so much time when call come i do not want to take top 3 mid range camera that will most likely beat the latest iphone again,1684385657.950885,Negative,miscellaneous
422,422,nuggets in 6,nugget in 6,1684385657.952628,Neutral,miscellaneous
